    52    0.13202E+04    0.20022E+00    0.13860E-04    0.24833E-02    0.81283E-01    0.20022E+00    0.12221E+00   -0.56867E-08    0.14254E-06    0.52218E-05    0.13860E-04   -0.56867E-08    0.46356E-10    0.94347E-08    0.27158E-06    0.24833E-02    0.14254E-06    0.94347E-08    0.68000E-05    0.16451E-03    0.81283E-01    0.52218E-05    0.27158E-06    0.16451E-03    0.13624E-01
    53    0.13387E+04   -0.40944E-02    0.13328E-04    0.24424E-02    0.79892E-01   -0.40944E-02    0.12968E+00   -0.59330E-08    0.13822E-06    0.47994E-05    0.13328E-04   -0.59330E-08    0.44458E-10    0.92721E-08    0.26687E-06    0.24424E-02    0.13822E-06    0.92721E-08    0.69286E-05    0.16782E-03    0.79892E-01    0.47994E-05    0.26687E-06    0.16782E-03    0.13878E-01
    54    0.13570E+04   -0.22193E+00    0.12825E-04    0.24026E-02    0.78544E-01   -0.22193E+00    0.13758E+00   -0.59800E-08    0.13326E-06    0.44233E-05    0.12825E-04   -0.59800E-08    0.42663E-10    0.91139E-08    0.26230E-06    0.24026E-02    0.13326E-06    0.91139E-08    0.70563E-05    0.17113E-03    0.78544E-01    0.44233E-05    0.26230E-06    0.17113E-03    0.14132E-01
    55    0.13755E+04   -0.44651E+00    0.12350E-04    0.23637E-02    0.77238E-01   -0.44651E+00    0.14590E+00   -0.57451E-08    0.12771E-06    0.41623E-05    0.12350E-04   -0.57451E-08    0.40963E-10    0.89599E-08    0.25789E-06    0.23637E-02    0.12771E-06    0.89599E-08    0.71833E-05    0.17444E-03    0.77238E-01    0.41623E-05    0.25789E-06    0.17444E-03    0.14386E-01
    56    0.13942E+04   -0.67780E+00    0.11903E-04    0.23257E-02    0.75977E-01   -0.67780E+00    0.15453E+00   -0.51853E-08    0.12173E-06    0.40632E-05    0.11903E-04   -0.51853E-08    0.39352E-10    0.88101E-08    0.25363E-06    0.23257E-02    0.12173E-06    0.88101E-08    0.73095E-05    0.17775E-03    0.75977E-01    0.40632E-05    0.25363E-06    0.17775E-03    0.14641E-01
    57    0.14133E+04   -0.91664E+00    0.11480E-04    0.22887E-02    0.74761E-01   -0.91664E+00    0.16332E+00   -0.44171E-08    0.11581E-06    0.40856E-05    0.11480E-04   -0.44171E-08    0.37824E-10    0.86644E-08    0.24952E-06    0.22887E-02    0.11581E-06    0.86644E-08    0.74350E-05    0.18108E-03    0.74761E-01    0.40856E-05    0.24952E-06    0.18108E-03    0.14897E-01
    58    0.14327E+04   -0.11653E+01    0.11079E-04    0.22527E-02    0.73587E-01   -0.11653E+01    0.17228E+00   -0.35964E-08    0.11054E-06    0.41672E-05    0.11079E-04   -0.35964E-08    0.36374E-10    0.85226E-08    0.24556E-06    0.22527E-02    0.11054E-06    0.85226E-08    0.75596E-05    0.18443E-03    0.73587E-01    0.41672E-05    0.24556E-06    0.18443E-03    0.15155E-01
    59    0.14522E+04   -0.14261E+01    0.10696E-04    0.22175E-02    0.72457E-01   -0.14261E+01    0.18139E+00   -0.28795E-08    0.10650E-06    0.42457E-05    0.10696E-04   -0.28795E-08    0.34997E-10    0.83845E-08    0.24175E-06    0.22175E-02    0.10650E-06    0.83845E-08    0.76836E-05    0.18780E-03    0.72457E-01    0.42457E-05    0.24175E-06    0.18780E-03    0.15415E-01
    60    0.14719E+04   -0.17000E+01    0.10329E-04    0.21832E-02    0.71370E-01   -0.17000E+01    0.19069E+00   -0.24225E-08    0.10427E-06    0.42588E-05    0.10329E-04   -0.24225E-08    0.33689E-10    0.82501E-08    0.23808E-06    0.21832E-02    0.10427E-06    0.82501E-08    0.78067E-05    0.19120E-03    0.71370E-01    0.42588E-05    0.23808E-06    0.19120E-03    0.15677E-01
    61    0.14921E+04   -0.19871E+01    0.99748E-05    0.21498E-02    0.70324E-01   -0.19871E+01    0.20025E+00   -0.23373E-08    0.10419E-06    0.41604E-05    0.99748E-05   -0.23373E-08    0.32444E-10    0.81192E-08    0.23455E-06    0.21498E-02    0.10419E-06    0.81192E-08    0.79291E-05    0.19463E-03    0.70324E-01    0.41604E-05    0.23455E-06    0.19463E-03    0.15943E-01
    62    0.15121E+04   -0.22882E+01    0.96338E-05    0.21172E-02    0.69319E-01   -0.22882E+01    0.21008E+00   -0.25602E-08    0.10551E-06    0.39692E-05    0.96338E-05   -0.25602E-08    0.31259E-10    0.79917E-08    0.23116E-06    0.21172E-02    0.10551E-06    0.79917E-08    0.80508E-05    0.19809E-03    0.69319E-01    0.39692E-05    0.23116E-06    0.19809E-03    0.16211E-01
    63    0.15322E+04   -0.26037E+01    0.93061E-05    0.20855E-02    0.68354E-01   -0.26037E+01    0.22017E+00   -0.29829E-08    0.10725E-06    0.37202E-05    0.93061E-05   -0.29829E-08    0.30131E-10    0.78675E-08    0.22791E-06    0.20855E-02    0.10725E-06    0.78675E-08    0.81717E-05    0.20159E-03    0.68354E-01    0.37202E-05    0.22791E-06    0.20159E-03    0.16483E-01
    64    0.15527E+04   -0.29339E+01    0.89921E-05    0.20545E-02    0.67426E-01   -0.29339E+01    0.23055E+00   -0.34975E-08    0.10841E-06    0.34483E-05    0.89921E-05   -0.34975E-08    0.29056E-10    0.77465E-08    0.22478E-06    0.20545E-02    0.10841E-06    0.77465E-08    0.82918E-05    0.20513E-03    0.67426E-01    0.34483E-05    0.22478E-06    0.20513E-03    0.16759E-01
    65    0.15731E+04   -0.32789E+01    0.86921E-05    0.20242E-02    0.66534E-01   -0.32789E+01    0.24124E+00   -0.39960E-08    0.10802E-06    0.31884E-05    0.86921E-05   -0.39960E-08    0.28031E-10    0.76286E-08    0.22178E-06    0.20242E-02    0.10802E-06    0.76286E-08    0.84112E-05    0.20871E-03    0.66534E-01    0.31884E-05    0.22178E-06    0.20871E-03    0.17039E-01
    66    0.15937E+04   -0.36363E+01    0.84063E-05    0.19947E-02    0.65678E-01   -0.36363E+01    0.25219E+00   -0.43855E-08    0.10535E-06    0.29701E-05    0.84063E-05   -0.43855E-08    0.27052E-10    0.75137E-08    0.21889E-06    0.19947E-02    0.10535E-06    0.75137E-08    0.85298E-05    0.21233E-03    0.65678E-01    0.29701E-05    0.21889E-06    0.21233E-03    0.17323E-01
    67    0.16145E+04   -0.40032E+01    0.81340E-05    0.19659E-02    0.64856E-01   -0.40032E+01    0.26337E+00   -0.46332E-08    0.10085E-06    0.28012E-05    0.81340E-05   -0.46332E-08    0.26118E-10    0.74016E-08    0.21613E-06    0.19659E-02    0.10085E-06    0.74016E-08    0.86477E-05    0.21599E-03    0.64856E-01    0.28012E-05    0.21613E-06    0.21599E-03    0.17611E-01
    68    0.16356E+04   -0.43780E+01    0.78746E-05    0.19377E-02    0.64066E-01   -0.43780E+01    0.27482E+00   -0.47217E-08    0.95252E-07    0.26844E-05    0.78746E-05   -0.47217E-08    0.25226E-10    0.72924E-08    0.21347E-06    0.19377E-02    0.95252E-07    0.72924E-08    0.87648E-05    0.21970E-03    0.64066E-01    0.26844E-05    0.21347E-06    0.21970E-03    0.17904E-01
    69    0.16569E+04   -0.47592E+01    0.76273E-05    0.19103E-02    0.63307E-01   -0.47592E+01    0.28645E+00   -0.46333E-08    0.89265E-07    0.26220E-05    0.76273E-05   -0.46333E-08    0.24374E-10    0.71859E-08    0.21091E-06    0.19103E-02    0.89265E-07    0.71859E-08    0.88811E-05    0.22345E-03    0.63307E-01    0.26220E-05    0.21091E-06    0.22345E-03    0.18201E-01
